Model,Prompt,Shot,Metric,Score
Llama_3_QLoRA,0,5SHOT,sacrebleu,25.77
Llama_3_QLoRA,0,5SHOT,chrf2,47.84
Llama_3_QLoRA,0,5SHOT,ter,66.94
Llama_3_QLoRA,0,5SHOT,rougeL_f1,54.05
Llama_3_QLoRA,0,5SHOT,meteor,53.36
Llama_3_QLoRA,0,5SHOT,bertscore,83.75
Llama_3_QLoRA,0,5SHOT,comet,78.38
Llama_3_QLoRA,0,10SHOT,sacrebleu,25.11
Llama_3_QLoRA,0,10SHOT,chrf2,47.47
Llama_3_QLoRA,0,10SHOT,ter,67.43
Llama_3_QLoRA,0,10SHOT,rougeL_f1,53.61
Llama_3_QLoRA,0,10SHOT,meteor,52.79
Llama_3_QLoRA,0,10SHOT,bertscore,83.51
Llama_3_QLoRA,0,10SHOT,comet,78.2
Llama_3_QLoRA,1,0SHOT,sacrebleu,27.27
Llama_3_QLoRA,1,0SHOT,chrf2,49.25
Llama_3_QLoRA,1,0SHOT,ter,65.45
Llama_3_QLoRA,1,0SHOT,rougeL_f1,55.81
Llama_3_QLoRA,1,0SHOT,meteor,55.47
Llama_3_QLoRA,1,0SHOT,bertscore,84.45
Llama_3_QLoRA,1,0SHOT,comet,79.13
Llama_3_QLoRA,1,1SHOT,sacrebleu,27.47
Llama_3_QLoRA,1,1SHOT,chrf2,49.42
Llama_3_QLoRA,1,1SHOT,ter,65.32
Llama_3_QLoRA,1,1SHOT,rougeL_f1,56.09
Llama_3_QLoRA,1,1SHOT,meteor,55.7
Llama_3_QLoRA,1,1SHOT,bertscore,84.52
Llama_3_QLoRA,1,1SHOT,comet,79.17
Llama_3_QLoRA,1,2SHOT,sacrebleu,27.36
Llama_3_QLoRA,1,2SHOT,chrf2,49.36
Llama_3_QLoRA,1,2SHOT,ter,65.37
Llama_3_QLoRA,1,2SHOT,rougeL_f1,56.07
Llama_3_QLoRA,1,2SHOT,meteor,55.72
Llama_3_QLoRA,1,2SHOT,bertscore,84.5
Llama_3_QLoRA,1,2SHOT,comet,79.3
Llama_3_QLoRA,1,3SHOT,sacrebleu,25.5
Llama_3_QLoRA,1,3SHOT,chrf2,47.75
Llama_3_QLoRA,1,3SHOT,ter,67.46
Llama_3_QLoRA,1,3SHOT,rougeL_f1,53.52
Llama_3_QLoRA,1,3SHOT,meteor,52.84
Llama_3_QLoRA,1,3SHOT,bertscore,83.65
Llama_3_QLoRA,1,3SHOT,comet,78.59
Llama_3_QLoRA,1,5SHOT,sacrebleu,26.24
Llama_3_QLoRA,1,5SHOT,chrf2,48.41
Llama_3_QLoRA,1,5SHOT,ter,66.63
Llama_3_QLoRA,1,5SHOT,rougeL_f1,54.6
Llama_3_QLoRA,1,5SHOT,meteor,54.14
Llama_3_QLoRA,1,5SHOT,bertscore,84.0
Llama_3_QLoRA,1,5SHOT,comet,78.96
Llama_3_QLoRA,1,10SHOT,sacrebleu,25.67
Llama_3_QLoRA,1,10SHOT,chrf2,47.97
Llama_3_QLoRA,1,10SHOT,ter,67.37
Llama_3_QLoRA,1,10SHOT,rougeL_f1,53.79
Llama_3_QLoRA,1,10SHOT,meteor,53.29
Llama_3_QLoRA,1,10SHOT,bertscore,83.78
Llama_3_QLoRA,1,10SHOT,comet,78.61
Llama_3_QLoRA,2,0SHOT,sacrebleu,27.47
Llama_3_QLoRA,2,0SHOT,chrf2,49.41
Llama_3_QLoRA,2,0SHOT,ter,65.18
Llama_3_QLoRA,2,0SHOT,rougeL_f1,55.91
Llama_3_QLoRA,2,0SHOT,meteor,55.72
Llama_3_QLoRA,2,0SHOT,bertscore,84.47
Llama_3_QLoRA,2,0SHOT,comet,79.17
Llama_3_QLoRA,2,1SHOT,sacrebleu,27.63
Llama_3_QLoRA,2,1SHOT,chrf2,49.61
Llama_3_QLoRA,2,1SHOT,ter,65.57
Llama_3_QLoRA,2,1SHOT,rougeL_f1,56.19
Llama_3_QLoRA,2,1SHOT,meteor,55.97
Llama_3_QLoRA,2,1SHOT,bertscore,84.6
Llama_3_QLoRA,2,1SHOT,comet,79.3
Llama_3_QLoRA,2,2SHOT,sacrebleu,27.44
Llama_3_QLoRA,2,2SHOT,chrf2,49.41
Llama_3_QLoRA,2,2SHOT,ter,65.62
Llama_3_QLoRA,2,2SHOT,rougeL_f1,55.88
Llama_3_QLoRA,2,2SHOT,meteor,55.77
Llama_3_QLoRA,2,2SHOT,bertscore,84.48
Llama_3_QLoRA,2,2SHOT,comet,79.32
Llama_3_QLoRA,2,3SHOT,sacrebleu,26.08
Llama_3_QLoRA,2,3SHOT,chrf2,48.28
Llama_3_QLoRA,2,3SHOT,ter,66.71
Llama_3_QLoRA,2,3SHOT,rougeL_f1,54.44
Llama_3_QLoRA,2,3SHOT,meteor,53.95
Llama_3_QLoRA,2,3SHOT,bertscore,84.0
Llama_3_QLoRA,2,3SHOT,comet,78.83
Llama_3_QLoRA,2,5SHOT,sacrebleu,26.84
Llama_3_QLoRA,2,5SHOT,chrf2,48.83
Llama_3_QLoRA,2,5SHOT,ter,65.99
Llama_3_QLoRA,2,5SHOT,rougeL_f1,55.4
Llama_3_QLoRA,2,5SHOT,meteor,54.97
Llama_3_QLoRA,2,5SHOT,bertscore,84.32
Llama_3_QLoRA,2,5SHOT,comet,79.06
Llama_3_QLoRA,2,10SHOT,sacrebleu,26.46
Llama_3_QLoRA,2,10SHOT,chrf2,48.52
Llama_3_QLoRA,2,10SHOT,ter,66.15
Llama_3_QLoRA,2,10SHOT,rougeL_f1,55.09
Llama_3_QLoRA,2,10SHOT,meteor,54.65
Llama_3_QLoRA,2,10SHOT,bertscore,84.2
Llama_3_QLoRA,2,10SHOT,comet,79.0
Llama_3_QLoRA,3,0SHOT,sacrebleu,27.07
Llama_3_QLoRA,3,0SHOT,chrf2,49.33
Llama_3_QLoRA,3,0SHOT,ter,65.71
Llama_3_QLoRA,3,0SHOT,rougeL_f1,55.78
Llama_3_QLoRA,3,0SHOT,meteor,55.7
Llama_3_QLoRA,3,0SHOT,bertscore,84.42
Llama_3_QLoRA,3,0SHOT,comet,79.06
Llama_3_QLoRA,3,1SHOT,sacrebleu,27.28
Llama_3_QLoRA,3,1SHOT,chrf2,49.3
Llama_3_QLoRA,3,1SHOT,ter,65.93
Llama_3_QLoRA,3,1SHOT,rougeL_f1,55.7
Llama_3_QLoRA,3,1SHOT,meteor,55.56
Llama_3_QLoRA,3,1SHOT,bertscore,84.42
Llama_3_QLoRA,3,1SHOT,comet,79.01
Llama_3_QLoRA,3,2SHOT,sacrebleu,27.13
Llama_3_QLoRA,3,2SHOT,chrf2,49.26
Llama_3_QLoRA,3,2SHOT,ter,65.4
Llama_3_QLoRA,3,2SHOT,rougeL_f1,55.69
Llama_3_QLoRA,3,2SHOT,meteor,55.59
Llama_3_QLoRA,3,2SHOT,bertscore,84.38
Llama_3_QLoRA,3,2SHOT,comet,79.03
Llama_3_QLoRA,3,3SHOT,sacrebleu,25.87
Llama_3_QLoRA,3,3SHOT,chrf2,48.24
Llama_3_QLoRA,3,3SHOT,ter,66.64
Llama_3_QLoRA,3,3SHOT,rougeL_f1,54.86
Llama_3_QLoRA,3,3SHOT,meteor,54.46
Llama_3_QLoRA,3,3SHOT,bertscore,84.04
Llama_3_QLoRA,3,3SHOT,comet,78.85
Llama_3_QLoRA,3,5SHOT,sacrebleu,26.05
Llama_3_QLoRA,3,5SHOT,chrf2,48.37
Llama_3_QLoRA,3,5SHOT,ter,66.15
Llama_3_QLoRA,3,5SHOT,rougeL_f1,55.09
Llama_3_QLoRA,3,5SHOT,meteor,54.53
Llama_3_QLoRA,3,5SHOT,bertscore,84.07
Llama_3_QLoRA,3,5SHOT,comet,78.78
Llama_3_QLoRA,3,10SHOT,sacrebleu,26.27
Llama_3_QLoRA,3,10SHOT,chrf2,48.58
Llama_3_QLoRA,3,10SHOT,ter,66.06
Llama_3_QLoRA,3,10SHOT,rougeL_f1,55.27
Llama_3_QLoRA,3,10SHOT,meteor,54.73
Llama_3_QLoRA,3,10SHOT,bertscore,84.18
Llama_3_QLoRA,3,10SHOT,comet,78.93
Llama_3_QLoRA,4,0SHOT,sacrebleu,27.1
Llama_3_QLoRA,4,0SHOT,chrf2,49.19
Llama_3_QLoRA,4,0SHOT,ter,65.88
Llama_3_QLoRA,4,0SHOT,rougeL_f1,55.51
Llama_3_QLoRA,4,0SHOT,meteor,55.26
Llama_3_QLoRA,4,0SHOT,bertscore,84.32
Llama_3_QLoRA,4,0SHOT,comet,78.99
Llama_3_QLoRA,4,1SHOT,sacrebleu,27.31
Llama_3_QLoRA,4,1SHOT,chrf2,49.38
Llama_3_QLoRA,4,1SHOT,ter,65.72
Llama_3_QLoRA,4,1SHOT,rougeL_f1,55.57
Llama_3_QLoRA,4,1SHOT,meteor,55.44
Llama_3_QLoRA,4,1SHOT,bertscore,84.4
Llama_3_QLoRA,4,1SHOT,comet,79.03
Llama_3_QLoRA,4,2SHOT,sacrebleu,27.69
Llama_3_QLoRA,4,2SHOT,chrf2,49.59
Llama_3_QLoRA,4,2SHOT,ter,65.33
Llama_3_QLoRA,4,2SHOT,rougeL_f1,55.98
Llama_3_QLoRA,4,2SHOT,meteor,55.68
Llama_3_QLoRA,4,2SHOT,bertscore,84.45
Llama_3_QLoRA,4,2SHOT,comet,79.18
Llama_3_QLoRA,4,3SHOT,sacrebleu,25.67
Llama_3_QLoRA,4,3SHOT,chrf2,47.93
Llama_3_QLoRA,4,3SHOT,ter,66.79
Llama_3_QLoRA,4,3SHOT,rougeL_f1,53.98
Llama_3_QLoRA,4,3SHOT,meteor,53.3
Llama_3_QLoRA,4,3SHOT,bertscore,83.78
Llama_3_QLoRA,4,3SHOT,comet,78.57
Llama_3_QLoRA,4,5SHOT,sacrebleu,26.49
Llama_3_QLoRA,4,5SHOT,chrf2,48.54
Llama_3_QLoRA,4,5SHOT,ter,66.2
Llama_3_QLoRA,4,5SHOT,rougeL_f1,54.82
Llama_3_QLoRA,4,5SHOT,meteor,54.2
Llama_3_QLoRA,4,5SHOT,bertscore,84.12
Llama_3_QLoRA,4,5SHOT,comet,78.88
Llama_3_QLoRA,4,10SHOT,sacrebleu,26.14
Llama_3_QLoRA,4,10SHOT,chrf2,48.21
Llama_3_QLoRA,4,10SHOT,ter,66.62
Llama_3_QLoRA,4,10SHOT,rougeL_f1,54.66
Llama_3_QLoRA,4,10SHOT,meteor,53.98
Llama_3_QLoRA,4,10SHOT,bertscore,84.0
Llama_3_QLoRA,4,10SHOT,comet,78.8
Qwen_3,0,0SHOT,sacrebleu,9.5
Qwen_3,0,0SHOT,chrf2,30.2
Qwen_3,0,0SHOT,ter,92.63
Qwen_3,0,0SHOT,rougeL_f1,30.78
Qwen_3,0,0SHOT,meteor,30.02
Qwen_3,0,0SHOT,bertscore,74.27
Qwen_3,0,0SHOT,comet,62.52
Qwen_3,0,1SHOT,sacrebleu,9.98
Qwen_3,0,1SHOT,chrf2,31.34
Qwen_3,0,1SHOT,ter,90.97
Qwen_3,0,1SHOT,rougeL_f1,32.99
Qwen_3,0,1SHOT,meteor,32.12
Qwen_3,0,1SHOT,bertscore,75.26
Qwen_3,0,1SHOT,comet,65.16
Qwen_3,0,2SHOT,sacrebleu,10.05
Qwen_3,0,2SHOT,chrf2,32.06
Qwen_3,0,2SHOT,ter,93.2
Qwen_3,0,2SHOT,rougeL_f1,32.67
Qwen_3,0,2SHOT,meteor,31.96
Qwen_3,0,2SHOT,bertscore,75.09
Qwen_3,0,2SHOT,comet,65.29
Qwen_3,0,3SHOT,sacrebleu,10.0
Qwen_3,0,3SHOT,chrf2,32.57
Qwen_3,0,3SHOT,ter,92.46
Qwen_3,0,3SHOT,rougeL_f1,33.3
Qwen_3,0,3SHOT,meteor,32.71
Qwen_3,0,3SHOT,bertscore,75.36
Qwen_3,0,3SHOT,comet,65.89
Qwen_3,0,5SHOT,sacrebleu,11.0
Qwen_3,0,5SHOT,chrf2,35.76
Qwen_3,0,5SHOT,ter,85.41
Qwen_3,0,5SHOT,rougeL_f1,37.58
Qwen_3,0,5SHOT,meteor,36.58
Qwen_3,0,5SHOT,bertscore,77.06
Qwen_3,0,5SHOT,comet,69.85
Qwen_3,0,10SHOT,sacrebleu,11.27
Qwen_3,0,10SHOT,chrf2,36.24
Qwen_3,0,10SHOT,ter,85.03
Qwen_3,0,10SHOT,rougeL_f1,38.69
Qwen_3,0,10SHOT,meteor,37.66
Qwen_3,0,10SHOT,bertscore,77.8
Qwen_3,0,10SHOT,comet,71.29
Qwen_3,1,0SHOT,sacrebleu,6.16
Qwen_3,1,0SHOT,chrf2,31.81
Qwen_3,1,0SHOT,ter,117.88
Qwen_3,1,0SHOT,rougeL_f1,29.54
Qwen_3,1,0SHOT,meteor,30.98
Qwen_3,1,0SHOT,bertscore,74.65
Qwen_3,1,0SHOT,comet,67.93
Qwen_3,1,1SHOT,sacrebleu,6.65
Qwen_3,1,1SHOT,chrf2,31.91
Qwen_3,1,1SHOT,ter,104.71
Qwen_3,1,1SHOT,rougeL_f1,30.09
Qwen_3,1,1SHOT,meteor,30.82
Qwen_3,1,1SHOT,bertscore,75.02
Qwen_3,1,1SHOT,comet,68.72
Qwen_3,1,2SHOT,sacrebleu,7.01
Qwen_3,1,2SHOT,chrf2,32.75
Qwen_3,1,2SHOT,ter,105.97
Qwen_3,1,2SHOT,rougeL_f1,30.85
Qwen_3,1,2SHOT,meteor,31.67
Qwen_3,1,2SHOT,bertscore,75.13
Qwen_3,1,2SHOT,comet,69.07
Qwen_3,1,3SHOT,sacrebleu,7.35
Qwen_3,1,3SHOT,chrf2,32.88
Qwen_3,1,3SHOT,ter,104.68
Qwen_3,1,3SHOT,rougeL_f1,31.22
Qwen_3,1,3SHOT,meteor,31.95
Qwen_3,1,3SHOT,bertscore,75.25
Qwen_3,1,3SHOT,comet,69.15
Qwen_3,1,5SHOT,sacrebleu,7.52
Qwen_3,1,5SHOT,chrf2,33.22
Qwen_3,1,5SHOT,ter,93.16
Qwen_3,1,5SHOT,rougeL_f1,35.55
Qwen_3,1,5SHOT,meteor,34.67
Qwen_3,1,5SHOT,bertscore,75.96
Qwen_3,1,5SHOT,comet,70.6
Qwen_3,1,10SHOT,sacrebleu,7.57
Qwen_3,1,10SHOT,chrf2,33.15
Qwen_3,1,10SHOT,ter,92.75
Qwen_3,1,10SHOT,rougeL_f1,35.66
Qwen_3,1,10SHOT,meteor,34.64
Qwen_3,1,10SHOT,bertscore,76.24
Qwen_3,1,10SHOT,comet,70.97
Qwen_3,2,0SHOT,sacrebleu,6.97
Qwen_3,2,0SHOT,chrf2,32.87
Qwen_3,2,0SHOT,ter,97.68
Qwen_3,2,0SHOT,rougeL_f1,34.24
Qwen_3,2,0SHOT,meteor,34.12
Qwen_3,2,0SHOT,bertscore,75.45
Qwen_3,2,0SHOT,comet,70.46
Qwen_3,2,1SHOT,sacrebleu,7.28
Qwen_3,2,1SHOT,chrf2,32.96
Qwen_3,2,1SHOT,ter,95.64
Qwen_3,2,1SHOT,rougeL_f1,34.41
Qwen_3,2,1SHOT,meteor,34.07
Qwen_3,2,1SHOT,bertscore,75.54
Qwen_3,2,1SHOT,comet,70.28
Qwen_3,2,2SHOT,sacrebleu,7.1
Qwen_3,2,2SHOT,chrf2,33.12
Qwen_3,2,2SHOT,ter,98.07
Qwen_3,2,2SHOT,rougeL_f1,34.25
Qwen_3,2,2SHOT,meteor,34.33
Qwen_3,2,2SHOT,bertscore,75.44
Qwen_3,2,2SHOT,comet,70.05
Qwen_3,2,3SHOT,sacrebleu,7.16
Qwen_3,2,3SHOT,chrf2,33.29
Qwen_3,2,3SHOT,ter,97.17
Qwen_3,2,3SHOT,rougeL_f1,34.51
Qwen_3,2,3SHOT,meteor,34.65
Qwen_3,2,3SHOT,bertscore,75.54
Qwen_3,2,3SHOT,comet,70.34
Qwen_3,2,5SHOT,sacrebleu,6.88
Qwen_3,2,5SHOT,chrf2,33.06
Qwen_3,2,5SHOT,ter,98.37
Qwen_3,2,5SHOT,rougeL_f1,33.96
Qwen_3,2,5SHOT,meteor,33.96
Qwen_3,2,5SHOT,bertscore,75.32
Qwen_3,2,5SHOT,comet,70.09
Qwen_3,2,10SHOT,sacrebleu,6.96
Qwen_3,2,10SHOT,chrf2,33.28
Qwen_3,2,10SHOT,ter,97.28
Qwen_3,2,10SHOT,rougeL_f1,34.67
Qwen_3,2,10SHOT,meteor,34.71
Qwen_3,2,10SHOT,bertscore,75.58
Qwen_3,2,10SHOT,comet,70.64
Qwen_3,3,0SHOT,sacrebleu,10.2
Qwen_3,3,0SHOT,chrf2,34.07
Qwen_3,3,0SHOT,ter,87.18
Qwen_3,3,0SHOT,rougeL_f1,34.73
Qwen_3,3,0SHOT,meteor,33.54
Qwen_3,3,0SHOT,bertscore,75.63
Qwen_3,3,0SHOT,comet,66.59
Qwen_3,3,1SHOT,sacrebleu,10.0
Qwen_3,3,1SHOT,chrf2,33.2
Qwen_3,3,1SHOT,ter,87.36
Qwen_3,3,1SHOT,rougeL_f1,34.19
Qwen_3,3,1SHOT,meteor,32.9
Qwen_3,3,1SHOT,bertscore,75.02
Qwen_3,3,1SHOT,comet,65.85
Qwen_3,3,2SHOT,sacrebleu,10.79
Qwen_3,3,2SHOT,chrf2,35.76
Qwen_3,3,2SHOT,ter,85.68
Qwen_3,3,2SHOT,rougeL_f1,38.3
Qwen_3,3,2SHOT,meteor,36.82
Qwen_3,3,2SHOT,bertscore,77.16
Qwen_3,3,2SHOT,comet,69.87
Qwen_3,3,3SHOT,sacrebleu,10.8
Qwen_3,3,3SHOT,chrf2,35.54
Qwen_3,3,3SHOT,ter,86.0
Qwen_3,3,3SHOT,rougeL_f1,37.81
Qwen_3,3,3SHOT,meteor,36.38
Qwen_3,3,3SHOT,bertscore,76.91
Qwen_3,3,3SHOT,comet,69.36
Qwen_3,3,5SHOT,sacrebleu,11.0
Qwen_3,3,5SHOT,chrf2,35.98
Qwen_3,3,5SHOT,ter,85.44
Qwen_3,3,5SHOT,rougeL_f1,39.13
Qwen_3,3,5SHOT,meteor,37.58
Qwen_3,3,5SHOT,bertscore,77.5
Qwen_3,3,5SHOT,comet,70.23
Qwen_3,3,10SHOT,sacrebleu,11.17
Qwen_3,3,10SHOT,chrf2,36.22
Qwen_3,3,10SHOT,ter,85.03
Qwen_3,3,10SHOT,rougeL_f1,39.42
Qwen_3,3,10SHOT,meteor,37.97
Qwen_3,3,10SHOT,bertscore,77.72
Qwen_3,3,10SHOT,comet,70.7
Qwen_3,4,0SHOT,sacrebleu,10.06
Qwen_3,4,0SHOT,chrf2,35.72
Qwen_3,4,0SHOT,ter,87.4
Qwen_3,4,0SHOT,rougeL_f1,37.1
Qwen_3,4,0SHOT,meteor,36.17
Qwen_3,4,0SHOT,bertscore,76.71
Qwen_3,4,0SHOT,comet,71.55
Qwen_3,4,1SHOT,sacrebleu,10.59
Qwen_3,4,1SHOT,chrf2,36.34
Qwen_3,4,1SHOT,ter,86.64
Qwen_3,4,1SHOT,rougeL_f1,39.32
Qwen_3,4,1SHOT,meteor,37.72
Qwen_3,4,1SHOT,bertscore,77.38
Qwen_3,4,1SHOT,comet,72.42
Qwen_3,4,2SHOT,sacrebleu,10.71
Qwen_3,4,2SHOT,chrf2,36.54
Qwen_3,4,2SHOT,ter,86.69
Qwen_3,4,2SHOT,rougeL_f1,39.8
Qwen_3,4,2SHOT,meteor,38.29
Qwen_3,4,2SHOT,bertscore,77.57
Qwen_3,4,2SHOT,comet,72.68
Qwen_3,4,3SHOT,sacrebleu,10.74
Qwen_3,4,3SHOT,chrf2,36.54
Qwen_3,4,3SHOT,ter,86.7
Qwen_3,4,3SHOT,rougeL_f1,39.71
Qwen_3,4,3SHOT,meteor,38.32
Qwen_3,4,3SHOT,bertscore,77.53
Qwen_3,4,3SHOT,comet,72.59
Qwen_3,4,5SHOT,sacrebleu,10.89
Qwen_3,4,5SHOT,chrf2,36.93
Qwen_3,4,5SHOT,ter,86.0
Qwen_3,4,5SHOT,rougeL_f1,40.22
Qwen_3,4,5SHOT,meteor,38.87
Qwen_3,4,5SHOT,bertscore,77.73
Qwen_3,4,5SHOT,comet,72.87
Qwen_3,4,10SHOT,sacrebleu,10.69
Qwen_3,4,10SHOT,chrf2,36.93
Qwen_3,4,10SHOT,ter,86.4
Qwen_3,4,10SHOT,rougeL_f1,40.39
Qwen_3,4,10SHOT,meteor,39.09
Qwen_3,4,10SHOT,bertscore,77.85
Qwen_3,4,10SHOT,comet,73.05
Qwen_3_QLoRA,0,0SHOT,sacrebleu,25.08
Qwen_3_QLoRA,0,0SHOT,chrf2,47.18
Qwen_3_QLoRA,0,0SHOT,ter,67.31
Qwen_3_QLoRA,0,0SHOT,rougeL_f1,54.47
Qwen_3_QLoRA,0,0SHOT,meteor,53.77
Qwen_3_QLoRA,0,0SHOT,bertscore,83.93
Qwen_3_QLoRA,0,0SHOT,comet,78.42
Qwen_3_QLoRA,0,1SHOT,sacrebleu,25.3
Qwen_3_QLoRA,0,1SHOT,chrf2,47.44
Qwen_3_QLoRA,0,1SHOT,ter,67.0
Qwen_3_QLoRA,0,1SHOT,rougeL_f1,54.24
Qwen_3_QLoRA,0,1SHOT,meteor,53.68
Qwen_3_QLoRA,0,1SHOT,bertscore,83.76
Qwen_3_QLoRA,0,1SHOT,comet,78.14
Qwen_3_QLoRA,0,2SHOT,sacrebleu,25.16
Qwen_3_QLoRA,0,2SHOT,chrf2,47.35
Qwen_3_QLoRA,0,2SHOT,ter,67.11
Qwen_3_QLoRA,0,2SHOT,rougeL_f1,54.68
Qwen_3_QLoRA,0,2SHOT,meteor,53.79
Qwen_3_QLoRA,0,2SHOT,bertscore,83.88
Qwen_3_QLoRA,0,2SHOT,comet,78.33
Qwen_3_QLoRA,0,3SHOT,sacrebleu,24.22
Qwen_3_QLoRA,0,3SHOT,chrf2,46.75
Qwen_3_QLoRA,0,3SHOT,ter,67.81
Qwen_3_QLoRA,0,3SHOT,rougeL_f1,54.36
Qwen_3_QLoRA,0,3SHOT,meteor,53.48
Qwen_3_QLoRA,0,3SHOT,bertscore,83.79
Qwen_3_QLoRA,0,3SHOT,comet,78.54
Qwen_3_QLoRA,0,5SHOT,sacrebleu,24.38
Qwen_3_QLoRA,0,5SHOT,chrf2,46.77
Qwen_3_QLoRA,0,5SHOT,ter,67.64
Qwen_3_QLoRA,0,5SHOT,rougeL_f1,54.46
Qwen_3_QLoRA,0,5SHOT,meteor,53.49
Qwen_3_QLoRA,0,5SHOT,bertscore,83.75
Qwen_3_QLoRA,0,5SHOT,comet,78.47
Qwen_3_QLoRA,0,10SHOT,sacrebleu,24.72
Qwen_3_QLoRA,0,10SHOT,chrf2,47.13
Qwen_3_QLoRA,0,10SHOT,ter,66.77
Qwen_3_QLoRA,0,10SHOT,rougeL_f1,54.7
Qwen_3_QLoRA,0,10SHOT,meteor,53.74
Qwen_3_QLoRA,0,10SHOT,bertscore,83.81
Qwen_3_QLoRA,0,10SHOT,comet,78.67
Qwen_3_QLoRA,1,0SHOT,sacrebleu,25.27
Qwen_3_QLoRA,1,0SHOT,chrf2,47.45
Qwen_3_QLoRA,1,0SHOT,ter,67.2
Qwen_3_QLoRA,1,0SHOT,rougeL_f1,54.83
Qwen_3_QLoRA,1,0SHOT,meteor,53.98
Qwen_3_QLoRA,1,0SHOT,bertscore,83.93
Qwen_3_QLoRA,1,0SHOT,comet,78.62
Qwen_3_QLoRA,1,1SHOT,sacrebleu,25.28
Qwen_3_QLoRA,1,1SHOT,chrf2,47.39
Qwen_3_QLoRA,1,1SHOT,ter,66.72
Qwen_3_QLoRA,1,1SHOT,rougeL_f1,55.0
Qwen_3_QLoRA,1,1SHOT,meteor,53.89
Qwen_3_QLoRA,1,1SHOT,bertscore,84.01
Qwen_3_QLoRA,1,1SHOT,comet,78.61
Qwen_3_QLoRA,1,2SHOT,sacrebleu,24.97
Qwen_3_QLoRA,1,2SHOT,chrf2,47.36
Qwen_3_QLoRA,1,2SHOT,ter,66.74
Qwen_3_QLoRA,1,2SHOT,rougeL_f1,54.76
Qwen_3_QLoRA,1,2SHOT,meteor,53.58
Qwen_3_QLoRA,1,2SHOT,bertscore,83.88
Qwen_3_QLoRA,1,2SHOT,comet,78.65
Qwen_3_QLoRA,1,3SHOT,sacrebleu,24.74
Qwen_3_QLoRA,1,3SHOT,chrf2,47.13
Qwen_3_QLoRA,1,3SHOT,ter,66.59
Qwen_3_QLoRA,1,3SHOT,rougeL_f1,54.47
Qwen_3_QLoRA,1,3SHOT,meteor,53.25
Qwen_3_QLoRA,1,3SHOT,bertscore,83.8
Qwen_3_QLoRA,1,3SHOT,comet,78.64
Qwen_3_QLoRA,1,5SHOT,sacrebleu,24.78
Qwen_3_QLoRA,1,5SHOT,chrf2,47.21
Qwen_3_QLoRA,1,5SHOT,ter,67.53
Qwen_3_QLoRA,1,5SHOT,rougeL_f1,54.5
Qwen_3_QLoRA,1,5SHOT,meteor,53.31
Qwen_3_QLoRA,1,5SHOT,bertscore,83.85
Qwen_3_QLoRA,1,5SHOT,comet,78.7
Qwen_3_QLoRA,1,10SHOT,sacrebleu,24.47
Qwen_3_QLoRA,1,10SHOT,chrf2,46.99
Qwen_3_QLoRA,1,10SHOT,ter,67.2
Qwen_3_QLoRA,1,10SHOT,rougeL_f1,54.22
Qwen_3_QLoRA,1,10SHOT,meteor,53.04
Qwen_3_QLoRA,1,10SHOT,bertscore,83.65
Qwen_3_QLoRA,1,10SHOT,comet,78.5
Qwen_3_QLoRA,2,0SHOT,sacrebleu,25.41
Qwen_3_QLoRA,2,0SHOT,chrf2,47.62
Qwen_3_QLoRA,2,0SHOT,ter,67.09
Qwen_3_QLoRA,2,0SHOT,rougeL_f1,54.92
Qwen_3_QLoRA,2,0SHOT,meteor,54.26
Qwen_3_QLoRA,2,0SHOT,bertscore,84.01
Qwen_3_QLoRA,2,0SHOT,comet,78.69
Qwen_3_QLoRA,2,1SHOT,sacrebleu,25.23
Qwen_3_QLoRA,2,1SHOT,chrf2,47.52
Qwen_3_QLoRA,2,1SHOT,ter,66.99
Qwen_3_QLoRA,2,1SHOT,rougeL_f1,54.99
Qwen_3_QLoRA,2,1SHOT,meteor,54.08
Qwen_3_QLoRA,2,1SHOT,bertscore,84.01
Qwen_3_QLoRA,2,1SHOT,comet,78.63
Qwen_3_QLoRA,2,2SHOT,sacrebleu,25.05
Qwen_3_QLoRA,2,2SHOT,chrf2,47.37
Qwen_3_QLoRA,2,2SHOT,ter,67.12
Qwen_3_QLoRA,2,2SHOT,rougeL_f1,54.85
Qwen_3_QLoRA,2,2SHOT,meteor,53.72
Qwen_3_QLoRA,2,2SHOT,bertscore,83.93
Qwen_3_QLoRA,2,2SHOT,comet,78.73
Qwen_3_QLoRA,2,3SHOT,sacrebleu,24.54
Qwen_3_QLoRA,2,3SHOT,chrf2,46.9
Qwen_3_QLoRA,2,3SHOT,ter,68.4
Qwen_3_QLoRA,2,3SHOT,rougeL_f1,54.16
Qwen_3_QLoRA,2,3SHOT,meteor,52.98
Qwen_3_QLoRA,2,3SHOT,bertscore,83.69
Qwen_3_QLoRA,2,3SHOT,comet,78.56
Qwen_3_QLoRA,2,5SHOT,sacrebleu,24.86
Qwen_3_QLoRA,2,5SHOT,chrf2,47.11
Qwen_3_QLoRA,2,5SHOT,ter,68.73
Qwen_3_QLoRA,2,5SHOT,rougeL_f1,54.49
Qwen_3_QLoRA,2,5SHOT,meteor,53.62
Qwen_3_QLoRA,2,5SHOT,bertscore,83.82
Qwen_3_QLoRA,2,5SHOT,comet,78.65
Qwen_3_QLoRA,2,10SHOT,sacrebleu,24.84
Qwen_3_QLoRA,2,10SHOT,chrf2,47.51
Qwen_3_QLoRA,2,10SHOT,ter,66.88
