Model,Prompt,Shot,Metric,Score
hunyuan,PROMPT 1,3SHOT,ter,92.3
hunyuan,PROMPT 1,3SHOT,rougeL_f1,39.15
hunyuan,PROMPT 1,3SHOT,meteor,39.48
hunyuan,PROMPT 1,3SHOT,bertscore,76.92
hunyuan,PROMPT 1,3SHOT,comet,73.98
hunyuan,PROMPT 1,5SHOT,sacrebleu,9.99
hunyuan,PROMPT 1,5SHOT,chrf2,37.04
hunyuan,PROMPT 1,5SHOT,ter,92.57
hunyuan,PROMPT 1,5SHOT,rougeL_f1,39.33
hunyuan,PROMPT 1,5SHOT,meteor,39.77
hunyuan,PROMPT 1,5SHOT,bertscore,76.97
hunyuan,PROMPT 1,5SHOT,comet,73.88
hunyuan,PROMPT 1,10SHOT,sacrebleu,9.6
hunyuan,PROMPT 1,10SHOT,chrf2,36.14
hunyuan,PROMPT 1,10SHOT,ter,98.52
hunyuan,PROMPT 1,10SHOT,rougeL_f1,38.33
hunyuan,PROMPT 1,10SHOT,meteor,38.63
hunyuan,PROMPT 1,10SHOT,bertscore,76.37
hunyuan,PROMPT 1,10SHOT,comet,72.71
hunyuan,PROMPT 2,0SHOT,sacrebleu,9.0
hunyuan,PROMPT 2,0SHOT,chrf2,36.24
hunyuan,PROMPT 2,0SHOT,ter,95.73
hunyuan,PROMPT 2,0SHOT,rougeL_f1,37.6
hunyuan,PROMPT 2,0SHOT,meteor,38.15
hunyuan,PROMPT 2,0SHOT,bertscore,76.45
hunyuan,PROMPT 2,0SHOT,comet,73.04
hunyuan,PROMPT 2,1SHOT,sacrebleu,9.68
hunyuan,PROMPT 2,1SHOT,chrf2,36.03
hunyuan,PROMPT 2,1SHOT,ter,91.99
hunyuan,PROMPT 2,1SHOT,rougeL_f1,38.2
hunyuan,PROMPT 2,1SHOT,meteor,38.11
hunyuan,PROMPT 2,1SHOT,bertscore,76.71
hunyuan,PROMPT 2,1SHOT,comet,73.3
hunyuan,PROMPT 2,2SHOT,sacrebleu,9.55
hunyuan,PROMPT 2,2SHOT,chrf2,36.34
hunyuan,PROMPT 2,2SHOT,ter,91.6
hunyuan,PROMPT 2,2SHOT,rougeL_f1,38.57
hunyuan,PROMPT 2,2SHOT,meteor,38.79
hunyuan,PROMPT 2,2SHOT,bertscore,76.9
hunyuan,PROMPT 2,2SHOT,comet,73.73
hunyuan,PROMPT 2,3SHOT,sacrebleu,9.82
hunyuan,PROMPT 2,3SHOT,chrf2,36.6
hunyuan,PROMPT 2,3SHOT,ter,91.48
hunyuan,PROMPT 2,3SHOT,rougeL_f1,38.92
hunyuan,PROMPT 2,3SHOT,meteor,39.22
hunyuan,PROMPT 2,3SHOT,bertscore,77.01
hunyuan,PROMPT 2,3SHOT,comet,73.76
hunyuan,PROMPT 2,5SHOT,sacrebleu,10.19
hunyuan,PROMPT 2,5SHOT,chrf2,37.09
hunyuan,PROMPT 2,5SHOT,ter,90.39
hunyuan,PROMPT 2,5SHOT,rougeL_f1,39.41
hunyuan,PROMPT 2,5SHOT,meteor,39.6
hunyuan,PROMPT 2,5SHOT,bertscore,77.15
hunyuan,PROMPT 2,5SHOT,comet,73.75
hunyuan,PROMPT 2,10SHOT,sacrebleu,10.1
hunyuan,PROMPT 2,10SHOT,chrf2,36.86
hunyuan,PROMPT 2,10SHOT,ter,90.81
hunyuan,PROMPT 2,10SHOT,rougeL_f1,39.04
hunyuan,PROMPT 2,10SHOT,meteor,39.32
hunyuan,PROMPT 2,10SHOT,bertscore,76.93
hunyuan,PROMPT 2,10SHOT,comet,73.69
hunyuan,PROMPT 3,0SHOT,sacrebleu,9.93
hunyuan,PROMPT 3,0SHOT,chrf2,37.13
hunyuan,PROMPT 3,0SHOT,ter,90.61
hunyuan,PROMPT 3,0SHOT,rougeL_f1,40.1
hunyuan,PROMPT 3,0SHOT,meteor,39.58
hunyuan,PROMPT 3,0SHOT,bertscore,77.84
hunyuan,PROMPT 3,0SHOT,comet,73.64
hunyuan,PROMPT 3,1SHOT,sacrebleu,10.99
hunyuan,PROMPT 3,1SHOT,chrf2,37.94
hunyuan,PROMPT 3,1SHOT,ter,87.07
hunyuan,PROMPT 3,1SHOT,rougeL_f1,41.54
hunyuan,PROMPT 3,1SHOT,meteor,40.96
hunyuan,PROMPT 3,1SHOT,bertscore,78.47
hunyuan,PROMPT 3,1SHOT,comet,74.8
hunyuan,PROMPT 3,2SHOT,sacrebleu,10.74
hunyuan,PROMPT 3,2SHOT,chrf2,37.87
hunyuan,PROMPT 3,2SHOT,ter,87.96
hunyuan,PROMPT 3,2SHOT,rougeL_f1,41.18
hunyuan,PROMPT 3,2SHOT,meteor,41.15
hunyuan,PROMPT 3,2SHOT,bertscore,78.28
hunyuan,PROMPT 3,2SHOT,comet,74.67
hunyuan,PROMPT 3,3SHOT,sacrebleu,10.84
hunyuan,PROMPT 3,3SHOT,chrf2,38.14
hunyuan,PROMPT 3,3SHOT,ter,88.11
hunyuan,PROMPT 3,3SHOT,rougeL_f1,41.26
hunyuan,PROMPT 3,3SHOT,meteor,41.49
hunyuan,PROMPT 3,3SHOT,bertscore,78.31
hunyuan,PROMPT 3,3SHOT,comet,74.64
hunyuan,PROMPT 3,5SHOT,sacrebleu,11.08
hunyuan,PROMPT 3,5SHOT,chrf2,38.24
hunyuan,PROMPT 3,5SHOT,ter,87.12
hunyuan,PROMPT 3,5SHOT,rougeL_f1,41.68
hunyuan,PROMPT 3,5SHOT,meteor,41.62
hunyuan,PROMPT 3,5SHOT,bertscore,78.38
hunyuan,PROMPT 3,5SHOT,comet,74.75
hunyuan,PROMPT 3,10SHOT,sacrebleu,10.94
hunyuan,PROMPT 3,10SHOT,chrf2,37.99
hunyuan,PROMPT 3,10SHOT,ter,87.23
hunyuan,PROMPT 3,10SHOT,rougeL_f1,41.32
hunyuan,PROMPT 3,10SHOT,meteor,41.24
hunyuan,PROMPT 3,10SHOT,bertscore,78.11
hunyuan,PROMPT 3,10SHOT,comet,74.51
hunyuan,PROMPT 4,0SHOT,sacrebleu,9.61
hunyuan,PROMPT 4,0SHOT,chrf2,37.11
hunyuan,PROMPT 4,0SHOT,ter,95.18
hunyuan,PROMPT 4,0SHOT,rougeL_f1,39.36
hunyuan,PROMPT 4,0SHOT,meteor,39.66
hunyuan,PROMPT 4,0SHOT,bertscore,77.27
hunyuan,PROMPT 4,0SHOT,comet,73.83
hunyuan,PROMPT 4,1SHOT,sacrebleu,9.75
hunyuan,PROMPT 4,1SHOT,chrf2,36.94
hunyuan,PROMPT 4,1SHOT,ter,92.57
hunyuan,PROMPT 4,1SHOT,rougeL_f1,39.71
hunyuan,PROMPT 4,1SHOT,meteor,39.69
hunyuan,PROMPT 4,1SHOT,bertscore,77.23
hunyuan,PROMPT 4,1SHOT,comet,74.01
hunyuan,PROMPT 4,2SHOT,sacrebleu,9.89
hunyuan,PROMPT 4,2SHOT,chrf2,37.3
hunyuan,PROMPT 4,2SHOT,ter,91.84
hunyuan,PROMPT 4,2SHOT,rougeL_f1,39.65
hunyuan,PROMPT 4,2SHOT,meteor,39.91
hunyuan,PROMPT 4,2SHOT,bertscore,77.34
hunyuan,PROMPT 4,2SHOT,comet,74.24
hunyuan,PROMPT 4,3SHOT,sacrebleu,10.14
hunyuan,PROMPT 4,3SHOT,chrf2,37.57
hunyuan,PROMPT 4,3SHOT,ter,91.87
hunyuan,PROMPT 4,3SHOT,rougeL_f1,40.17
hunyuan,PROMPT 4,3SHOT,meteor,40.51
hunyuan,PROMPT 4,3SHOT,bertscore,77.31
hunyuan,PROMPT 4,3SHOT,comet,74.22
hunyuan,PROMPT 4,5SHOT,sacrebleu,10.39
hunyuan,PROMPT 4,5SHOT,chrf2,37.74
hunyuan,PROMPT 4,5SHOT,ter,90.85
hunyuan,PROMPT 4,5SHOT,rougeL_f1,40.6
hunyuan,PROMPT 4,5SHOT,meteor,40.76
hunyuan,PROMPT 4,5SHOT,bertscore,77.44
hunyuan,PROMPT 4,5SHOT,comet,74.28
hunyuan,PROMPT 4,10SHOT,sacrebleu,10.39
hunyuan,PROMPT 4,10SHOT,chrf2,37.6
hunyuan,PROMPT 4,10SHOT,ter,90.65
hunyuan,PROMPT 4,10SHOT,rougeL_f1,40.49
hunyuan,PROMPT 4,10SHOT,meteor,40.59
hunyuan,PROMPT 4,10SHOT,bertscore,77.35
hunyuan,PROMPT 4,10SHOT,comet,74.16
llama_block,PROMPT 1,0SHOT,sacrebleu,3.18
llama_block,PROMPT 1,0SHOT,chrf2,21.74
llama_block,PROMPT 1,0SHOT,ter,88.98
llama_block,PROMPT 1,0SHOT,rougeL_f1,25.74
llama_block,PROMPT 1,0SHOT,meteor,18.81
llama_block,PROMPT 1,0SHOT,bertscore,71.28
llama_block,PROMPT 1,0SHOT,comet,59.19
llama_block,PROMPT 2,0SHOT,sacrebleu,3.18
llama_block,PROMPT 2,0SHOT,chrf2,21.74
llama_block,PROMPT 2,0SHOT,ter,88.98
llama_block,PROMPT 2,0SHOT,rougeL_f1,25.74
llama_block,PROMPT 2,0SHOT,meteor,18.81
llama_block,PROMPT 2,0SHOT,bertscore,71.28
llama_block,PROMPT 2,0SHOT,comet,59.19
